intento: 11 tiempo: 0.016 [0.0300102298534994 0.00303681785954356 0.00439440958715862 0.00364536880006344 0.00550531005186797 0.00345428460282616 0.00422363406195459;0.00303681785954356 0.0288577489375108 0.00400725951905944 0.0040654803239612 0.00481554627544806 0.00325922884683402 0.00343671122826015;0.00439440958715862 0.00400725951905944 0.0314250209285235 0.00472806609189375 0.00608679840455528 0.0032847585603431 0.00531891012620368;0.00364536880006344 0.0040654803239612 0.00472806609189375 0.0320848406137006 0.00553341049019348 0.00514598268377809 0.00453651204358674;0.00550531005186797 0.00481554627544806 0.00608679840455528 0.00553341049019348 0.0334601675304596 0.00496438147037734 0.00574044003376935;0.00345428460282616 0.00325922884683402 0.0032847585603431 0.00514598268377809 0.00496438147037734 0.0298236011415927 0.0043178906889482;0.00422363406195459 0.00343671122826015 0.00531891012620368 0.00453651204358674 0.00574044003376935 0.0043178906889482 0.0296482725737764]
intento: 12 tiempo: 0.018 [0.0302544454876017 0.00396543433635184 0.00401538470272681 0.0042352490895912 0.00378972330623872 0.00338503394048575 0.00378084377536843;0.00396543433635184 0.0294650357673452 0.00282475871390694 0.00284173670653842 0.00305635297791529 0.00251185543452939 0.00358497698979592;0.00401538470272681 0.00282475871390694 0.0295982669116174 0.00371970634035722 0.00389780780290084 0.00397533874301793 0.00300389044908041;0.0042352490895912 0.00284173670653842 0.00371970634035722 0.0308683665182558 0.00295029506687749 0.00271727678624009 0.00278905502662111;0.00378972330623872 0.00305635297791529 0.00389780780290084 0.00295029506687749 0.0299556461895071 0.00259600180543708 0.0030347159282721;0.00338503394048575 0.00251185543452939 0.00397533874301793 0.00271727678624009 0.00259600180543708 0.0289721151411181 0.00229586323471738;0.00378084377536843 0.00358497698979592 0.00300389044908041 0.00278905502662111 0.0030347159282721 0.00229586323471738 0.0293569505257453]
intento: 13 tiempo: 0.018 [0.0293963777525614 0.00311541669643069 0.00394201266498103 0.00379740556638262 0.00451544755333561 0.00395220234088127 0.00347846379376943;0.00311541669643069 0.0302216516219665 0.00265396184532218 0.00423714435736152 0.00395213405274752 0.00337433002597663 0.00405378207818417;0.00394201266498103 0.00265396184532218 0.0300999698183128 0.00320407442581813 0.00465659894543633 0.0040803296112604 0.00439738611037009;0.00379740556638262 0.00423714435736152 0.00320407442581813 0.0306239236920464 0.00482209513985066 0.0032331220204382 0.00477810263410238;0.00451544755333561 0.00395213405274752 0.00465659894543633 0.00482209513985066 0.0310208926984372 0.00473993441870436 0.00452542898233355;0.00395220234088127 0.00337433002597663 0.0040803296112604 0.0032331220204382 0.00473993441870436 0.0289419784743921 0.00351132185460855;0.00347846379376943 0.00405378207818417 0.00439738611037009 0.00477810263410238 0.00452542898233355 0.00351132185460855 0.0311412029802108]
intento: 14 tiempo: 0.018 [0.0313317261888445 0.00284485003066629 0.00465681174056084 0.00493020925886597 0.00298305262696738 0.00330883358347295 0.00354122896450203;0.00284485003066629 0.0309396557987254 0.00355955873595868 0.00421828324843816 0.00321650309599982 0.0040360726827991 0.00493778625267081;0.00465681174056084 0.00355955873595868 0.0307028129686065 0.00499571996196825 0.00367371953858318 0.00480831953455944 0.00418766993063414;0.00493020925886597 0.00421828324843816 0.00499571996196825 0.0314882497671524 0.00455872331293878 0.00364333720271034 0.00382615409280549;0.00298305262696738 0.00321650309599982 0.00367371953858318 0.00455872331293878 0.0302829562419467 0.00380689413494629 0.00304733663256524;0.00330883358347295 0.0040360726827991 0.00480831953455944 0.00364333720271034 0.00380689413494629 0.0306084062523001 0.00423192932360917;0.00354122896450203 0.00493778625267081 0.00418766993063414 0.00382615409280549 0.00304733663256524 0.00423192932360917 0.0306233110225974]
intento: 15 tiempo: 0.016 [0.0316307104050668 0.0040344015691295 0.00421337043399133 0.00308483763928322 0.00329466554449647 0.00282856150528293 0.00387671370105615;0.0040344015691295 0.0290812918082255 0.00356618888462988 0.0024962537906638 0.00253128557804803 0.00340893139415688 0.00358631904233769;0.00421337043399133 0.00356618888462988 0.0315777236567795 0.00348995834189348 0.00346346529054362 0.0028744571907947 0.00242200835209923;0.00308483763928322 0.0024962537906638 0.00348995834189348 0.0317674000671555 0.0036012335427156 0.00398249158719374 0.0042189691325666;0.00329466554449647 0.00253128557804803 0.00346346529054362 0.0036012335427156 0.0292744620672659 0.00388834559939474 0.00353975811094115;0.00282856150528293 0.00340893139415688 0.0028744571907947 0.00398249158719374 0.00388834559939474 0.0310550187440226 0.00384530583611674;0.00387671370105615 0.00358631904233769 0.00242200835209923 0.0042189691325666 0.00353975811094115 0.00384530583611674 0.0289560465111788]
intento: 16 tiempo: 0.016 [0.0291147176033381 0.0037443392850445 0.00420964804686765 0.00396223231834764 0.00359840500373891 0.00232574407485545 0.00251557162434112;0.0037443392850445 0.0306202240781549 0.0041518884084968 0.00372104365007861 0.00301022334967877 0.00414676013143367 0.00334056464700331;0.00420964804686765 0.0041518884084968 0.0303657569244117 0.00439016877709777 0.00473690185893259 0.00368196778129068 0.00296256213249097;0.00396223231834764 0.00372104365007861 0.00439016877709777 0.0305628330129231 0.0035801422205869 0.00495495400648306 0.00332793058681609;0.00359840500373891 0.00301022334967877 0.00473690185893259 0.0035801422205869 0.0313394021939404 0.00400810320064601 0.00317389657419192;0.00232574407485545 0.00414676013143367 0.00368196778129068 0.00495495400648306 0.00400810320064601 0.030406200412744 0.00370401456738906;0.00251557162434112 0.00334056464700331 0.00296256213249097 0.00332793058681609 0.00317389657419192 0.00370401456738906 0.0310568124217084]
intento: 17 tiempo: 0.018 [0.0316238314047598 0.0038536883355531 0.0029612435936462 0.00268852145024916 0.00474301586791696 0.00403164145984858 0.0039877517323278;0.0038536883355531 0.0302103802301494 0.00371366126369113 0.00364897053932153 0.00354797335098205 0.00304351748614213 0.00416920434160832;0.0029612435936462 0.00371366126369113 0.0302431765937016 0.0028749424152194 0.00299277873445234 0.00293006594106084 0.00382925909938843;0.00268852145024916 0.00364897053932153 0.0028749424152194 0.0288563305100068 0.00312838430794437 0.0026457262024246 0.00349774365698455;0.00474301586791696 0.00354797335098205 0.00299277873445234 0.00312838430794437 0.0300008087053298 0.003123532889066 0.00445195745599849;0.00403164145984858 0.00304351748614213 0.00293006594106084 0.0026457262024246 0.003123532889066 0.0297275791521232 0.00361978306201756;0.0039877517323278 0.00416920434160832 0.00382925909938843 0.00349774365698455 0.00445195745599849 0.00361978306201756 0.0313436478790177]
intento: 18 tiempo: 0.016 [0.0340848187881272 0.00541336211421165 0.00368638945347288 0.00391039845596203 0.00541249949516014 0.00497445948237759 0.00590590944849232;0.00541336211421165 0.0318509590814949 0.00480057181365833 0.00432926232909052 0.0050446368851588 0.00433315245581322 0.00386242288212838;0.00368638945347288 0.00480057181365833 0.0287923963012206 0.00406129772649974 0.00450041854253622 0.00369168945410308 0.00261019191132988;0.00391039845596203 0.00432926232909052 0.00406129772649974 0.0306909778941936 0.00369671703500189 0.0036617569409457 0.00351949817798729;0.00541249949516014 0.0050446368851588 0.00450041854253622 0.00369671703500189 0.03111949385626 0.00418299824106294 0.00466180596136478;0.00497445948237759 0.00433315245581322 0.00369168945410308 0.0036617569409457 0.00418299824106294 0.0297497465394759 0.00260211590512883;0.00590590944849232 0.00386242288212838 0.00261019191132988 0.00351949817798729 0.00466180596136478 0.00260211590512883 0.0309697949649945]
intento: 19 tiempo: 0.017 [0.0318341528755393 0.00426321688699518 0.00347671944695839 0.00432759805410808 0.00464539188144368 0.00345248904297943 0.00361318472305894;0.00426321688699518 0.0298978638526907 0.00393442523851476 0.00320320795331098 0.0036944109461296 0.0030778592603678 0.00304719187579581;0.00347671944695839 0.00393442523851476 0.0291296830358506 0.00396586404770791 0.00294106303407694 0.00381893957771147 0.00190725386174617;0.00432759805410808 0.00320320795331098 0.00396586404770791 0.0310978220871222 0.00421847736671956 0.00413883632331361 0.00390455858024294;0.00464539188144368 0.0036944109461296 0.00294106303407694 0.00421847736671956 0.0319780106630701 0.00307974894955965 0.0032521942621519;0.00345248904297943 0.0030778592603678 0.00381893957771147 0.00413883632331361 0.00307974894955965 0.0289349773507687 0.0031260530276256;0.00361318472305894 0.00304719187579581 0.00190725386174617 0.00390455858024294 0.0032521942621519 0.0031260530276256 0.0284045650124793]
intento: 20 tiempo: 0.016 [0.0298344884635076 0.00350813147703637 0.0040786901879984 0.00337121870401617 0.0024140846673062 0.00384052942205729 0.00417670161220933;0.00350813147703637 0.0294216992086227 0.00227574089025354 0.00327941626909005 0.00228195912412142 0.00302025581576321 0.00356676310817405;0.0040786901879984 0.00227574089025354 0.0306334462963793 0.00326625396087592 0.00349366932279838 0.00292221914223303 0.00381865119001037;0.00337121870401617 0.00327941626909005 0.00326625396087592 0.0293386444883871 0.00353076425841465 0.00325846140800255 0.00395997577476701;0.0024140846673062 0.00228195912412142 0.00349366932279838 0.00353076425841465 0.0288572912719248 0.0024233734857435 0.00332854629610481;0.00384052942205729 0.00302025581576321 0.00292221914223303 0.00325846140800255 0.0024233734857435 0.0297329424756603 0.00271140307262451;0.00417670161220933 0.00356676310817405 0.00381865119001037 0.00395997577476701 0.00332854629610481 0.00271140307262451 0.0307927174472301]
intento: 21 tiempo: 0.016 [0.0284800817594106 0.00272350452332612 0.00374449081870484 0.00260754541687035 0.00373579856773201 0.00282654615882793 0.0029712843222825;0.00272350452332612 0.030632773434315 0.00285930014625466 0.0025911023180882 0.00271853256942347 0.0040006557042044 0.00359686958806056;0.00374449081870484 0.00285930014625466 0.0327566705848633 0.00461327864137582 0.00391128310729193 0.00390408202239843 0.00311330209650818;0.00260754541687035 0.0025911023180882 0.00461327864137582 0.0299125749340117 0.00300557814858857 0.00407672913348432 0.00247425598480591;0.00373579856773201 0.00271853256942347 0.00391128310729193 0.00300557814858857 0.0289228489355665 0.00276559148171174 0.0031303780135547;0.00282654615882793 0.0040006557042044 0.00390408202239843 0.00407672913348432 0.00276559148171174 0.0314640613430315 0.00350578174496124;0.0029712843222825 0.00359686958806056 0.00311330209650818 0.00247425598480591 0.0031303780135547 0.00350578174496124 0.0306332788411466]
intento: 22 tiempo: 0.016 [0.0312086212649414 0.00372698437644963 0.00487643893892122 0.00309994352324016 0.00311619076090911 0.00377620205170323 0.00427881446713795;0.00372698437644963 0.0295593642723372 0.00235481777184839 0.00201528234349113 0.00292211824579724 0.00390126762597535 0.00296011999699041;0.00487643893892122 0.00235481777184839 0.0307011948413971 0.00346924869040454 0.00384729685164976 0.00402003945982357 0.00405543285734942;0.00309994352324016 0.00201528234349113 0.00346924869040454 0.0302769678401999 0.00395289641873179 0.00388827722576337 0.00344900618060859;0.00311619076090911 0.00292211824579724 0.00384729685164976 0.00395289641873179 0.0309905965534423 0.0038170139105778 0.00387841682800863;0.00377620205170323 0.00390126762597535 0.00402003945982357 0.00388827722576337 0.0038170139105778 0.0308141427119099 0.0034205402832624;0.00427881446713795 0.00296011999699041 0.00405543285734942 0.00344900618060859 0.00387841682800863 0.0034205402832624 0.0311807902773589]
intento: 23 tiempo: 0.016 [0.0304007484750186 0.00342113262239397 0.00335701510622731 0.0033453603864357 0.00361728223333609 0.0046247875466339 0.00510030849577837;0.00342113262239397 0.031311826680776 0.00440408372336921 0.00383091298678625 0.00372900139882048 0.00421284377797587 0.00448139050121733;0.00335701510622731 0.00440408372336921 0.0314540214488438 0.00397954998948429 0.00503639310123523 0.00378358969770104 0.00431956061245088;0.0033453603864357 0.00383091298678625 0.00397954998948429 0.0327862075097083 0.00464502791199991 0.004784480767126 0.00515131957769796;0.00361728223333609 0.00372900139882048 0.00503639310123523 0.00464502791199991 0.0310884994481178 0.0049398379595429 0.00528559620300749;0.0046247875466339 0.00421284377797587 0.00378358969770104 0.004784480767126 0.0049398379595429 0.0298347320606295 0.00360910815232236;0.00510030849577837 0.00448139050121733 0.00431956061245088 0.00515131957769796 0.00528559620300749 0.00360910815232236 0.0324373523164068]
intento: 24 tiempo: 0.017 [0.0300657754393363 0.00342025704979765 0.00374314283274136 0.0032588105242484 0.0024768309791245 0.00231024528483153 0.00377767837123734;0.00342025704979765 0.0322168052363695 0.00507807156069965 0.00468463364461136 0.00512686135673511 0.00362836658635924 0.00444927931420619;0.00374314283274136 0.00507807156069965 0.0321461888372954 0.00449451505202583 0.00352440098783838 0.00396139442497316 0.00421454318324882;0.0032588105242484 0.00468463364461136 0.00449451505202583 0.031277979286274 0.00353782648990537 0.00294781083473735 0.00363640981546113;0.0024768309791245 0.00512686135673511 0.00352440098783838 0.00353782648990537 0.0314079842670046 0.0037078434766741 0.004418301218423;0.00231024528483153 0.00362836658635924 0.00396139442497316 0.00294781083473735 0.0037078434766741 0.0299371889437099 0.00366582388320463;0.00377767837123734 0.00444927931420619 0.00421454318324882 0.00363640981546113 0.004418301218423 0.00366582388320463 0.0295824172881079]
intento: 25 tiempo: 0.017 [0.0317652825146857 0.0030512528872762 0.00482755840055491 0.00424475054650198 0.00529243813954646 0.00346179688782017 0.00285222706933766;0.0030512528872762 0.0299798360454746 0.00263030577392505 0.00231728271286307 0.00297128504238365 0.00250006155646094 0.00257748911887817;0.00482755840055491 0.00263030577392505 0.0299941890994513 0.00387598491327181 0.00424007295930761 0.00401895220273043 0.0028139388350543;0.00424475054650198 0.00231728271286307 0.00387598491327181 0.0308398734812214 0.00368752758782174 0.00335057873626681 0.0026392174693264;0.00529243813954646 0.00297128504238365 0.00424007295930761 0.00368752758782174 0.0324198957686015 0.0044656664752909 0.00425565534670136;0.00346179688782017 0.00250006155646094 0.00401895220273043 0.00335057873626681 0.0044656664752909 0.0307024197742588 0.0020492010045483;0.00285222706933766 0.00257748911887817 0.0028139388350543 0.0026392174693264 0.00425565534670136 0.0020492010045483 0.0281485263770097]
intento: 26 tiempo: 0.016 [0.0297790510823579 0.00353977987060676 0.00395832234817299 0.00302201554059352 0.00449381771479252 0.00250859036949009 0.00410700558701554;0.00353977987060676 0.0321065051474507 0.00379789636051966 0.00454163174491396 0.00463918776405274 0.00280954473907228 0.00396843837177838;0.00395832234817299 0.00379789636051966 0.0297227724333668 0.00373303282235926 0.00432951626313979 0.00326895129879268 0.00404048303349864;0.00302201554059352 0.00454163174491396 0.00373303282235926 0.0300081637712198 0.00395455953776603 0.00245853711857217 0.00426010468622756;0.00449381771479252 0.00463918776405274 0.00432951626313979 0.00395455953776603 0.0325470676379515 0.00307846319201962 0.00307061737944475;0.00250859036949009 0.00280954473907228 0.00326895129879268 0.00245853711857217 0.00307846319201962 0.0304233970356942 0.00327108663487142;0.00410700558701554 0.00396843837177838 0.00404048303349864 0.00426010468622756 0.00307061737944475 0.00327108663487142 0.0297652978243604]
intento: 27 tiempo: 0.017 [0.0301982437190452 0.00357080899420055 0.00393098258764688 0.00256264417312609 0.00379076663569709 0.00334972279218108 0.00376987512934183;0.00357080899420055 0.0290960903530247 0.00276025535343939 0.00219083283110728 0.00263344128503707 0.00343512242104605 0.00212316253129942;0.00393098258764688 0.00276025535343939 0.0321173154801581 0.00446502840064991 0.00361012758770554 0.00379119910951295 0.00367618810960443;0.00256264417312609 0.00219083283110728 0.00446502840064991 0.0316696396052485 0.00214779714418736 0.00306284861073929 0.00261652201556768;0.00379076663569709 0.00263344128503707 0.00361012758770554 0.00214779714418736 0.0297144124221955 0.00201959330411072 0.00278637130100973;0.00334972279218108 0.00343512242104605 0.00379119910951295 0.00306284861073929 0.00201959330411072 0.0297226660790266 0.00374913757625807;0.00376987512934183 0.00212316253129942 0.00367618810960443 0.00261652201556768 0.00278637130100973 0.00374913757625807 0.0301227556251652]
intento: 28 tiempo: 0.017 [0.0306309671626926 0.00359523528574642 0.00478402785341918 0.00298380882388455 0.00422023194512815 0.00460364396892126 0.00327112279174558;0.00359523528574642 0.0299481030318354 0.00431926359369775 0.00446428455938422 0.00438953762200935 0.00397955559278616 0.00346299691770708;0.00478402785341918 0.00431926359369775 0.0323544114221761 0.00371790034970199 0.00500455496202772 0.00435201294879065 0.0042049406503431;0.00298380882388455 0.00446428455938422 0.00371790034970199 0.0311550417970659 0.00401167171602867 0.00453950382156358 0.0038782087639186;0.00422023194512815 0.00438953762200935 0.00500455496202772 0.00401167171602867 0.0326759697916997 0.00499154661851179 0.00514704288731097;0.00460364396892126 0.00397955559278616 0.00435201294879065 0.00453950382156358 0.00499154661851179 0.0318428923080357 0.00408739550869765;0.00327112279174558 0.00346299691770708 0.0042049406503431 0.0038782087639186 0.00514704288731097 0.00408739550869765 0.0293139596414367]
intento: 29 tiempo: 0.016 [0.0302044815978161 0.00426234494102342 0.00463174021687057 0.00487246226434817 0.00503034923474226 0.00532379860704421 0.00360886751680329;0.00426234494102342 0.0317074798103353 0.00478272351286383 0.00480212816391917 0.0045967644451928 0.00452113458362228 0.00435154683268704;0.00463174021687057 0.00478272351286383 0.0316792208363928 0.00373826884244692 0.00473478016453248 0.00364410103864526 0.00512090309390659;0.00487246226434817 0.00480212816391917 0.00373826884244692 0.0319691971411398 0.00564334630504228 0.00537980968360097 0.00453621285512998;0.00503034923474226 0.0045967644451928 0.00473478016453248 0.00564334630504228 0.0319936691904574 0.00578597669816296 0.00545250922955278;0.00532379860704421 0.00452113458362228 0.00364410103864526 0.00537980968360097 0.00578597669816296 0.0327230728315821 0.00527716321592508;0.00360886751680329 0.00435154683268704 0.00512090309390659 0.00453621285512998 0.00545250922955278 0.00527716321592508 0.0317407262708615]
intento: 30 tiempo: 0.018 [0.030742914526737 0.00331267634010168 0.00294419702435202 0.00339107278182952 0.00239870127431422 0.00253816074262482 0.0046058011265689;0.00331267634010168 0.0295738272771307 0.00195164860688444 0.00264675089509061 0.00269169950660859 0.00265452227158855 0.00344886133957701;0.00294419702435202 0.00195164860688444 0.0306079885166879 0.00323008047700698 0.00289418777747576 0.00291945324513546 0.0028294635596255;0.00339107278182952 0.00264675089509061 0.00323008047700698 0.0295744427509454 0.00317519426886656 0.00400425721532046 0.00401077962124878;0.00239870127431422 0.00269169950660859 0.00289418777747576 0.00317519426886656 0.0288669883890933 0.00224881141335585 0.00412946998316625;0.00253816074262482 0.00265452227158855 0.00291945324513546 0.00400425721532046 0.00224881141335585 0.0309081278396679 0.00398085520283198;0.0046058011265689 0.00344886133957701 0.0028294635596255 0.00401077962124878 0.00412946998316625 0.00398085520283198 0.0318570253792551]
